Institute Name,Branch Name,Quota,Category,Seat Pool,Vacancy
Sant Longowal Institute of Engineering and Technology,Electrical Engineering,AI,ST,Gender-Neutral,2
Sant Longowal Institute of Engineering and Technology,Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,11
Sant Longowal Institute of Engineering and Technology,Electronics and Communication Engineering,AI,GEN-EWS,Gender-Neutral,2
Sant Longowal Institute of Engineering and Technology,Electronics and Communication Engineering,AI,GEN- EWS(PwD),Gender-Neutral,1
Sant Longowal Institute of Engineering and Technology,Electronics and Communication Engineering,AI,OBC-NCL,Gender-Neutral,5
Sant Longowal Institute of Engineering and Technology,Electronics and Communication Engineering,AI,SC,Gender-Neutral,4
Sant Longowal Institute of Engineering and Technology,Mechanical Engineering,AI,OPEN,Gender-Neutral,20
Sant Longowal Institute of Engineering and Technology,Mechanical Engineering,AI,OPEN (PwD),Gender-Neutral,1
Sant Longowal Institute of Engineering and Technology,Mechanical Engineering,AI,GEN-EWS,Gender-Neutral,4
Sant Longowal Institute of Engineering and Technology,Mechanical Engineering,AI,GEN- EWS(PwD),Gender-Neutral,1
Sant Longowal Institute of Engineering and Technology,Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,13
Sant Longowal Institute of Engineering and Technology,Mechanical Engineering,AI,OBC- NCL(PwD),Gender-Neutral,1
Sant Longowal Institute of Engineering and Technology,Mechanical Engineering,AI,SC,Gender-Neutral,9
Sant Longowal Institute of Engineering and Technology,Mechanical Engineering,AI,ST,Gender-Neutral,3
Sant Longowal Institute of Engineering and Technology,Instrumentation and Control Engineering,AI,OPEN,Gender-Neutral,9
Sant Longowal Institute of Engineering and Technology,Instrumentation and Control Engineering,AI,GEN-EWS,Gender-Neutral,3
Sant Longowal Institute of Engineering and Technology,Instrumentation and Control Engineering,AI,OBC-NCL,Gender-Neutral,5
Sant Longowal Institute of Engineering and Technology,Instrumentation and Control Engineering,AI,OBC- NCL(PwD),Gender-Neutral,1
Sant Longowal Institute of Engineering and Technology,Instrumentation and Control Engineering,AI,SC,Gender-Neutral,2
Sant Longowal Institute of Engineering and Technology,Instrumentation and Control Engineering,AI,ST,Gender-Neutral,1
Sant Longowal Institute of Engineering and Technology,Instrumentation and Control Engineering,AI,ST (PwD),Gender-Neutral,1
Sant Longowal Institute of Engineering and Technology,Food Technology,AI,OPEN,Gender-Neutral,12
Sant Longowal Institute of Engineering and Technology,Food Technology,AI,OPEN (PwD),Gender-Neutral,1
Sant Longowal Institute of Engineering and Technology,Food Technology,AI,GEN-EWS,Gender-Neutral,3
Sant Longowal Institute of Engineering and Technology,Food Technology,AI,OBC-NCL,Gender-Neutral,8
Sant Longowal Institute of Engineering and Technology,Food Technology,AI,SC,Gender-Neutral,3
Sant Longowal Institute of Engineering and Technology,Food Technology,AI,SC (PwD),Gender-Neutral,1
Sant Longowal Institute of Engineering and Technology,Food Technology,AI,ST,Gender-Neutral,2
"Mizoram University, Aizawl",Civil Engineering,AI,OPEN,Gender-Neutral,4
"Mizoram University, Aizawl",Civil Engineering,AI,OPEN (PwD),Gender-Neutral,1
"Mizoram University, Aizawl",Civil Engineering,AI,GEN-EWS,Gender-Neutral,2
"Mizoram University, Aizawl",Civil Engineering,AI,SC,Gender-Neutral,3
"Mizoram University, Aizawl",Electrical Engineering,AI,OPEN,Gender-Neutral,6
"Mizoram University, Aizawl",Electrical Engineering,AI,OPEN (PwD),Gender-Neutral,1
"Mizoram University, Aizawl",Electrical Engineering,AI,GEN-EWS,Gender-Neutral,1
"Mizoram University, Aizawl",Electrical Engineering,AI,SC,Gender-Neutral,3
"Mizoram University, Aizawl",Electrical Engineering,AI,ST,Gender-Neutral,2
"Mizoram University, Aizawl",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,2
"Mizoram University, Aizawl",Electronics and Communication Engineering,AI,OPEN (PwD),Gender-Neutral,1
"Mizoram University, Aizawl",Electronics and Communication Engineering,AI,GEN-EWS,Gender-Neutral,2
"Mizoram University, Aizawl",Electronics and Communication Engineering,AI,SC,Gender-Neutral,3
"Mizoram University, Aizawl",Electronics and Communication Engineering,AI,ST,Gender-Neutral,2
"Mizoram University, Aizawl",Information Technology,AI,OPEN,Gender-Neutral,6
"Mizoram University, Aizawl",Information Technology,AI,OPEN (PwD),Gender-Neutral,1
"Mizoram University, Aizawl",Information Technology,AI,GEN-EWS,Gender-Neutral,1
"Mizoram University, Aizawl",Information Technology,AI,SC,Gender-Neutral,1
"Mizoram University, Aizawl",Information Technology,AI,ST,Gender-Neutral,4
"Mizoram University, Aizawl",Computer Engineering,AI,OPEN,Gender-Neutral,7
"Mizoram University, Aizawl",Computer Engineering,AI,OPEN (PwD),Gender-Neutral,1
"Mizoram University, Aizawl",Computer Engineering,AI,GEN-EWS,Gender-Neutral,2
"Mizoram University, Aizawl",Computer Engineering,AI,SC,Gender-Neutral,2
"Mizoram University, Aizawl",Computer Engineering,AI,ST,Gender-Neutral,3
"Mizoram University, Aizawl",Architecture,AI,OPEN,Gender-Neutral,7
"Mizoram University, Aizawl",Architecture,AI,OPEN (PwD),Gender-Neutral,1
"Mizoram University, Aizawl",Architecture,AI,GEN-EWS,Gender-Neutral,1
"Mizoram University, Aizawl",Architecture,AI,SC,Gender-Neutral,3
"Mizoram University, Aizawl",Architecture,AI,ST,Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Civil Engineering,AI,OPEN,Gender-Neutral,7
"School of Engineering, Tezpur University, Napaam, Tezpur",Civil Engineering,AI,GEN-EWS,Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Civil Engineering,AI,OBC-NCL,Gender-Neutral,2
"School of Engineering, Tezpur University, Napaam, Tezpur",Civil Engineering,AI,SC,Gender-Neutral,3
"School of Engineering, Tezpur University, Napaam, Tezpur",Civil Engineering,AI,ST,Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Computer Science and Engineering,AI,OPEN,Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Computer Science and Engineering,AI,GEN-EWS,Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,4
"School of Engineering, Tezpur University, Napaam, Tezpur",Computer Science and Engineering,AI,SC,Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Computer Science and Engineering,AI,SC (PwD),Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Computer Science and Engineering,AI,ST (PwD),Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Electrical Engineering,AI,OPEN,Gender-Neutral,4
"School of Engineering, Tezpur University, Napaam, Tezpur",Electrical Engineering,AI,GEN-EWS,Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Electrical Engineering,AI,OBC-NCL,Gender-Neutral,2
"School of Engineering, Tezpur University, Napaam, Tezpur",Electrical Engineering,AI,OBC- NCL(PwD),Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,2
"School of Engineering, Tezpur University, Napaam, Tezpur",Electronics and Communication Engineering,AI,GEN-EWS,Gender-Neutral,2
"School of Engineering, Tezpur University, Napaam, Tezpur",Electronics and Communication Engineering,AI,GEN- EWS(PwD),Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Electronics and Communication Engineering,AI,OBC-NCL,Gender-Neutral,3
"School of Engineering, Tezpur University, Napaam, Tezpur",Electronics and Communication Engineering,AI,SC,Gender-Neutral,2
"School of Engineering, Tezpur University, Napaam, Tezpur",Electronics and Communication Engineering,AI,ST,Gender-Neutral,2
"School of Engineering, Tezpur University, Napaam, Tezpur",Mechanical Engineering,AI,OPEN,Gender-Neutral,5
"School of Engineering, Tezpur University, Napaam, Tezpur",Mechanical Engineering,AI,OPEN (PwD),Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Mechanical Engineering,AI,GEN-EWS,Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Mechanical Engineering,AI,SC,Gender-Neutral,3
"School of Engineering, Tezpur University, Napaam, Tezpur",Food Engineering  and Technology,AI,OPEN,Gender-Neutral,9
"School of Engineering, Tezpur University, Napaam, Tezpur",Food Engineering  and Technology,AI,OPEN (PwD),Gender-Neutral,1
"School of Engineering, Tezpur University, Napaam, Tezpur",Food Engineering  and Technology,AI,GEN-EWS,Gender-Neutral,2
"School of Engineering, Tezpur University, Napaam, Tezpur",Food Engineering  and Technology,AI,OBC-NCL,Gender-Neutral,5
"School of Engineering, Tezpur University, Napaam, Tezpur",Food Engineering  and Technology,AI,SC,Gender-Neutral,2
"School of Planning & Architecture, Bhopal",Planning,AI,OPEN,Gender-Neutral,7
"School of Planning & Architecture, Bhopal",Planning,AI,OPEN (PwD),Gender-Neutral,1
"School of Planning & Architecture, Bhopal",Planning,AI,GEN-EWS,Gender-Neutral,3
"School of Planning & Architecture, Bhopal",Planning,AI,OBC-NCL,Gender-Neutral,7
"School of Planning & Architecture, Bhopal",Planning,AI,OBC- NCL(PwD),Gender-Neutral,1
"School of Planning & Architecture, Bhopal",Planning,AI,SC,Gender-Neutral,2
"School of Planning & Architecture, Bhopal",Architecture,AI,OPEN,Gender-Neutral,2
"School of Planning & Architecture, Bhopal",Architecture,AI,OPEN (PwD),Gender-Neutral,1
"School of Planning & Architecture, Bhopal",Architecture,AI,OBC-NCL,Gender-Neutral,2
"School of Planning & Architecture, Bhopal",Architecture,AI,OBC- NCL(PwD),Gender-Neutral,1
"School of Planning & Architecture, Bhopal",Architecture,AI,SC,Gender-Neutral,1
"School of Planning & Architecture, Bhopal",Architecture,AI,SC (PwD),Gender-Neutral,1
"School of Planning & Architecture, New Delhi",Planning,AI,OPEN,Gender-Neutral,6
"School of Planning & Architecture, New Delhi",Planning,AI,OPEN (PwD),Gender-Neutral,1
"School of Planning & Architecture, New Delhi",Planning,AI,GEN-EWS,Gender-Neutral,1
"School of Planning & Architecture, New Delhi",Planning,AI,OBC-NCL,Gender-Neutral,4
"School of Planning & Architecture, New Delhi",Planning,AI,OBC- NCL(PwD),Gender-Neutral,1
"School of Planning & Architecture, New Delhi",Planning,AI,SC,Gender-Neutral,2
"School of Planning & Architecture, New Delhi",Planning,AI,ST,Gender-Neutral,1
"School of Planning & Architecture, New Delhi",Architecture,AI,OPEN,Gender-Neutral,2
"School of Planning & Architecture, New Delhi",Architecture,AI,GEN-EWS,Gender-Neutral,1
"School of Planning & Architecture, New Delhi",Architecture,AI,GEN- EWS(PwD),Gender-Neutral,1
"School of Planning & Architecture, New Delhi",Architecture,AI,OBC- NCL(PwD),Gender-Neutral,2
"School of Planning & Architecture, New Delhi",Architecture,AI,SC,Gender-Neutral,1
"School of Planning & Architecture, New Delhi",Architecture,AI,SC (PwD),Gender-Neutral,1
"School of Planning & Architecture, New Delhi",Architecture,AI,ST,Gender-Neutral,1
School of Planning & Architecture: Vijayawada,Planning,AI,OPEN,Gender-Neutral,7
School of Planning & Architecture: Vijayawada,Planning,AI,OPEN (PwD),Gender-Neutral,1
School of Planning & Architecture: Vijayawada,Planning,AI,GEN-EWS,Gender-Neutral,2
School of Planning & Architecture: Vijayawada,Planning,AI,OBC-NCL,Gender-Neutral,6
School of Planning & Architecture: Vijayawada,Planning,AI,OBC- NCL(PwD),Gender-Neutral,1
School of Planning & Architecture: Vijayawada,Planning,AI,SC,Gender-Neutral,2
School of Planning & Architecture: Vijayawada,Planning,AI,ST,Gender-Neutral,1
School of Planning & Architecture: Vijayawada,Architecture,AI,OPEN,Gender-Neutral,2
School of Planning & Architecture: Vijayawada,Architecture,AI,OPEN (PwD),Gender-Neutral,2
School of Planning & Architecture: Vijayawada,Architecture,AI,OBC-NCL,Gender-Neutral,3
School of Planning & Architecture: Vijayawada,Architecture,AI,OBC- NCL(PwD),Gender-Neutral,1
School of Planning & Architecture: Vijayawada,Architecture,AI,SC (PwD),Gender-Neutral,1
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Civil Engineering,AI,OPEN,Gender-Neutral,28
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Civil Engineering,AI,OPEN (PwD),Gender-Neutral,1
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Computer Science and Engineering,AI,OPEN,Gender-Neutral,32
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Computer Science and Engineering,AI,OPEN (PwD),Gender-Neutral,3
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Electrical Engineering,AI,OPEN,Gender-Neutral,21
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Electrical Engineering,AI,OPEN (PwD),Gender-Neutral,1
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,32
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Electronics and Communication Engineering,AI,OPEN (PwD),Gender-Neutral,3
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Mechanical Engineering,AI,OPEN,Gender-Neutral,21
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Mechanical Engineering,AI,OPEN (PwD),Gender-Neutral,1
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Architecture,AI,OPEN,Gender-Neutral,16
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Architecture,AI,OPEN (PwD),Gender-Neutral,1
"International Institute of Information Technology, Naya Raipur",Computer Science and Engineering,AI,OPEN,Gender-Neutral,1
"International Institute of Information Technology, Naya Raipur",Computer Science and Engineering,AI,OBC- NCL(PwD),Gender-Neutral,1
"International Institute of Information Technology, Naya Raipur",Computer Science and Engineering,AI,ST,Gender-Neutral,1
"International Institute of Information Technology, Naya Raipur",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,2
"International Institute of Information Technology, Naya Raipur",Electronics and Communication Engineering,AI,OPEN (PwD),Gender-Neutral,1
"International Institute of Information Technology, Naya Raipur",Electronics and Communication Engineering,AI,SC,Gender-Neutral,1
"International Institute of Information Technology, Naya Raipur",Data Science and Artificial Intelligence,AI,OPEN,Gender-Neutral,1
University of Hyderabad,Computer Science and Engineering,AI,OPEN,Gender-Neutral,4
University of Hyderabad,Computer Science and Engineering,AI,GEN-EWS,Gender-Neutral,1
University of Hyderabad,Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,5
"Punjab Engineering College, Chandigarh",Aerospace Engineering,HS,OPEN,Gender-Neutral,5
"Punjab Engineering College, Chandigarh",Aerospace Engineering,HS,OPEN (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Aerospace Engineering,HS,SC (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Aerospace Engineering,OS,OPEN,Gender-Neutral,6
"Punjab Engineering College, Chandigarh",Aerospace Engineering,OS,GEN-EWS,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Aerospace Engineering,OS,SC (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Aerospace Engineering,OS,ST,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Civil Engineering,HS,OPEN,Gender-Neutral,13
"Punjab Engineering College, Chandigarh",Civil Engineering,HS,OPEN (PwD),Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Civil Engineering,HS,GEN-EWS,Gender-Neutral,4
"Punjab Engineering College, Chandigarh",Civil Engineering,HS,SC,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Civil Engineering,HS,SC (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Civil Engineering,OS,OPEN,Gender-Neutral,14
"Punjab Engineering College, Chandigarh",Civil Engineering,OS,OPEN (PwD),Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Civil Engineering,OS,GEN-EWS,Gender-Neutral,3
"Punjab Engineering College, Chandigarh",Civil Engineering,OS,SC,Gender-Neutral,4
"Punjab Engineering College, Chandigarh",Civil Engineering,OS,SC (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Civil Engineering,OS,ST (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Computer Science and Engineering,HS,OPEN,Gender-Neutral,4
"Punjab Engineering College, Chandigarh",Computer Science and Engineering,HS,GEN- EWS(PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Computer Science and Engineering,HS,SC (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Computer Science and Engineering,OS,OPEN,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Computer Science and Engineering,OS,OPEN (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Computer Science and Engineering,OS,GEN-EWS,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Electrical Engineering,HS,OPEN,Gender-Neutral,9
"Punjab Engineering College, Chandigarh",Electrical Engineering,HS,OPEN (PwD),Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Electrical Engineering,HS,SC,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Electrical Engineering,OS,OPEN,Gender-Neutral,12
"Punjab Engineering College, Chandigarh",Electrical Engineering,OS,OPEN (PwD),Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Electrical Engineering,OS,GEN-EWS,Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Electrical Engineering,OS,SC,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,HS,OPEN (PwD),Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,HS,GEN- EWS(PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,HS,SC,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,OS,OPEN,Gender-Neutral,10
"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,OS,OPEN (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,OS,GEN- EWS(PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Mechanical Engineering,HS,OPEN,Gender-Neutral,12
"Punjab Engineering College, Chandigarh",Mechanical Engineering,HS,OPEN (PwD),Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Mechanical Engineering,HS,GEN-EWS,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Mechanical Engineering,HS,SC,Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Mechanical Engineering,OS,OPEN,Gender-Neutral,22
"Punjab Engineering College, Chandigarh",Mechanical Engineering,OS,OPEN (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Mechanical Engineering,OS,SC,Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,HS,OPEN,Gender-Neutral,13
"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,HS,OPEN (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,HS,GEN-EWS,Gender-Neutral,3
"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,HS,SC,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,OS,OPEN,Gender-Neutral,14
"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,OS,OPEN (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,OS,GEN-EWS,Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,OS,SC,Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,HS,OPEN,Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,HS,OPEN (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,HS,GEN-EWS,Gender-Neutral,2
"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,OS,OPEN,Gender-Neutral,12
"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,OS,OPEN (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,OS,GEN-EWS,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,OS,SC,Gender-Neutral,3
"Punjab Engineering College, Chandigarh",Computer Science Engineering (Data Science),HS,OPEN,Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Computer Science Engineering (Data Science),HS,OPEN (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Computer Science Engineering (Data Science),HS,SC (PwD),Gender-Neutral,1
"Punjab Engineering College, Chandigarh",Computer Science Engineering (Data Science),OS,SC,Gender-Neutral,1
"Jawaharlal Nehru University, Delhi",Computer Science & Engineering,AI,OPEN,Gender-Neutral,9
"Jawaharlal Nehru University, Delhi",Computer Science & Engineering,AI,GEN-EWS,Gender-Neutral,2
"Jawaharlal Nehru University, Delhi",Computer Science & Engineering,AI,OBC-NCL,Gender-Neutral,5
"Jawaharlal Nehru University, Delhi",Computer Science & Engineering,AI,SC,Gender-Neutral,1
"Jawaharlal Nehru University, Delhi",Computer Science & Engineering,AI,SC (PwD),Gender-Neutral,1
"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,OPEN,Gender-Neutral,18
"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,OPEN (PwD),Gender-Neutral,1
"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,GEN-EWS,Gender-Neutral,1
"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,OBC-NCL,Gender-Neutral,2
"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,SC (PwD),Gender-Neutral,1
"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,ST,Gender-Neutral,2
"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,OPEN,Gender-Neutral,10
"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,OPEN (PwD),Gender-Neutral,1
"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,GEN-EWS,Gender-Neutral,2
"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,1
"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,OBC- NCL(PwD),Gender-Neutral,1
"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,SC,Gender-Neutral,5
"International Institute of Information Technology, Bhubaneswar",Computer Science and Engineering,AI,ST,Gender-Neutral,2
"International Institute of Information Technology, Bhubaneswar",Electrical and Electronics Engineering,AI,OPEN,Gender-Neutral,12
"International Institute of Information Technology, Bhubaneswar",Electrical and Electronics Engineering,AI,OPEN (PwD),Gender-Neutral,1
"International Institute of Information Technology, Bhubaneswar",Electrical and Electronics Engineering,AI,OBC-NCL,Gender-Neutral,3
"International Institute of Information Technology, Bhubaneswar",Electrical and Electronics Engineering,AI,SC,Gender-Neutral,1
"International Institute of Information Technology, Bhubaneswar",Electrical and Electronics Engineering,AI,ST,Gender-Neutral,1
"International Institute of Information Technology, Bhubaneswar",Information Technology,AI,OPEN,Gender-Neutral,7
"International Institute of Information Technology, Bhubaneswar",Information Technology,AI,OPEN (PwD),Gender-Neutral,1
"International Institute of Information Technology, Bhubaneswar",Information Technology,AI,GEN-EWS,Gender-Neutral,1
"International Institute of Information Technology, Bhubaneswar",Information Technology,AI,OBC-NCL,Gender-Neutral,1
"International Institute of Information Technology, Bhubaneswar",Information Technology,AI,SC,Gender-Neutral,3
"International Institute of Information Technology, Bhubaneswar",Computer Engineering,AI,OPEN,Gender-Neutral,9
"International Institute of Information Technology, Bhubaneswar",Computer Engineering,AI,OPEN (PwD),Gender-Neutral,1
"International Institute of Information Technology, Bhubaneswar",Computer Engineering,AI,GEN-EWS,Gender-Neutral,2
"International Institute of Information Technology, Bhubaneswar",Computer Engineering,AI,OBC-NCL,Gender-Neutral,2
"International Institute of Information Technology, Bhubaneswar",Computer Engineering,AI,SC,Gender-Neutral,2
"International Institute of Information Technology, Bhubaneswar",Computer Engineering,AI,ST,Gender-Neutral,1
"International Institute of Information Technology, Bhubaneswar",Electronics and Telecommunication Engineering,AI,OPEN,Gender-Neutral,11
"International Institute of Information Technology, Bhubaneswar",Electronics and Telecommunication Engineering,AI,GEN-EWS,Gender-Neutral,1
"International Institute of Information Technology, Bhubaneswar",Electronics and Telecommunication Engineering,AI,OBC-NCL,Gender-Neutral,2
"International Institute of Information Technology, Bhubaneswar",Electronics and Telecommunication Engineering,AI,SC,Gender-Neutral,1
"Central institute of Technology Kokrajar, Assam",Civil Engineering,AI,OPEN,Gender-Neutral,1
"Central institute of Technology Kokrajar, Assam",Civil Engineering,AI,OBC-NCL,Gender-Neutral,1
"Central institute of Technology Kokrajar, Assam",Computer Science and Engineering,AI,OPEN,Gender-Neutral,1
"Central institute of Technology Kokrajar, Assam",Computer Science and Engineering,AI,OPEN (PwD),Gender-Neutral,1
"Central institute of Technology Kokrajar, Assam",Computer Science and Engineering,AI,GEN-EWS,Gender-Neutral,1
"Central institute of Technology Kokrajar, Assam",Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,1
"Central institute of Technology Kokrajar, Assam",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,1
"Central institute of Technology Kokrajar, Assam",Instrumentation Engineering,AI,OPEN,Gender-Neutral,1
"Central institute of Technology Kokrajar, Assam",Instrumentation Engineering,AI,OBC-NCL,Gender-Neutral,1
"Central institute of Technology Kokrajar, Assam",Food Engineering  and Technology,AI,GEN- EWS(PwD),Gender-Neutral,1
"Central institute of Technology Kokrajar, Assam",Food Engineering  and Technology,AI,OBC-NCL,Gender-Neutral,1
"Central institute of Technology Kokrajar, Assam",Food Engineering  and Technology,AI,SC,Gender-Neutral,1
"Puducherry Technological University, Puducherry",Chemical Engineering,AI,OPEN,Gender-Neutral,1
"Puducherry Technological University, Puducherry",Chemical Engineering,AI,GEN-EWS,Gender-Neutral,1
"Puducherry Technological University, Puducherry",Chemical Engineering,AI,OBC- NCL(PwD),Gender-Neutral,1
"Puducherry Technological University, Puducherry",Civil Engineering,AI,OPEN,Female-only (including Supernumerary),2
"Puducherry Technological University, Puducherry",Civil Engineering,AI,OPEN,Gender-Neutral,17
"Puducherry Technological University, Puducherry",Civil Engineering,AI,GEN-EWS,Female-only (including Supernumerary),1
"Puducherry Technological University, Puducherry",Civil Engineering,AI,GEN-EWS,Gender-Neutral,3
"Puducherry Technological University, Puducherry",Civil Engineering,AI,GEN- EWS(PwD),Gender-Neutral,1
"Puducherry Technological University, Puducherry",Civil Engineering,AI,OBC-NCL,Female-only (including Supernumerary),1
"Puducherry Technological University, Puducherry",Civil Engineering,AI,OBC-NCL,Gender-Neutral,8
"Puducherry Technological University, Puducherry",Civil Engineering,AI,SC,Gender-Neutral,4
"Puducherry Technological University, Puducherry",Civil Engineering,AI,SC (PwD),Gender-Neutral,1
"Puducherry Technological University, Puducherry",Civil Engineering,HS,OPEN,Gender-Neutral,4
"Puducherry Technological University, Puducherry",Civil Engineering,HS,OPEN (PwD),Gender-Neutral,1
"Puducherry Technological University, Puducherry",Civil Engineering,HS,GEN-EWS,Gender-Neutral,2
"Puducherry Technological University, Puducherry",Civil Engineering,HS,OBC-NCL,Gender-Neutral,4
"Puducherry Technological University, Puducherry",Civil Engineering,HS,SC,Gender-Neutral,2
"Puducherry Technological University, Puducherry",Civil Engineering,HS,ST,Gender-Neutral,1
