Institute Name,Branch Name,Quota,Category,Seat Pool,Vacancy
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,HS,OPEN,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,HS,OPEN,Gender-Neutral,7
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,HS,GEN-EWS,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,HS,SC,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,HS,SC,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,HS,ST,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,OS,OPEN,Female-only (including Supernumerary),2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,OS,OPEN,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,OS,OPEN (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,OS,GEN-EWS,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,OS,GEN-EWS,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,OS,OBC-NCL,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,OS,SC,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,HS,OPEN,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,HS,OPEN,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,HS,OPEN (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,HS,OBC-NCL,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,HS,OBC- NCL(PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,HS,ST,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,HS,ST,Gender-Neutral,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,OS,OPEN,Female-only (including Supernumerary),3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,OS,OPEN,Gender-Neutral,7
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,OS,OPEN (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,OS,GEN-EWS,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,OS,OBC-NCL,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,OS,OBC- NCL(PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,OS,SC,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,OS,SC (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,OS,ST,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,HS,OPEN,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,HS,OPEN,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,HS,OPEN (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,HS,GEN-EWS,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,HS,OBC-NCL,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,HS,ST,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,HS,ST,Gender-Neutral,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,OS,OPEN,Female-only (including Supernumerary),2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,OS,OPEN,Gender-Neutral,5
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,OS,GEN- EWS(PwD),Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,OS,OBC-NCL,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,OS,OBC- NCL(PwD),Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,OS,SC,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,OS,SC (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science and Engineering,HS,GEN- EWS(PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science and Engineering,HS,SC (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science and Engineering,OS,OPEN,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science and Engineering,OS,OPEN (PwD),Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science and Engineering,OS,OBC-NCL,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science and Engineering,OS,SC,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,HS,OPEN,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,HS,OBC-NCL,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,HS,OBC- NCL(PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,HS,ST,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,OS,OPEN,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,OS,GEN-EWS,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,OS,GEN-EWS,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,OS,SC (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,HS,OPEN,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,HS,OBC-NCL,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,HS,OBC- NCL(PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,HS,SC,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,HS,SC (PwD),Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,HS,ST,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,HS,ST,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,OS,OPEN,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,HS,OPEN,Female-only (including Supernumerary),3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,HS,OPEN,Gender-Neutral,8
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,HS,OPEN (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,HS,OBC-NCL,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,HS,OBC- NCL(PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,HS,ST,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,HS,ST,Gender-Neutral,4
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,OS,OPEN,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,OS,OPEN,Gender-Neutral,4
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,OS,OPEN (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,OS,GEN-EWS,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,OS,GEN- EWS(PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,OS,OBC-NCL,Gender-Neutral,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,OS,OBC- NCL(PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,OS,SC,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,OS,SC (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,OS,ST,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,HS,OPEN,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,HS,OPEN,Gender-Neutral,9
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,HS,OPEN (PwD),Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,HS,OPEN (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,HS,GEN-EWS,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,HS,OBC-NCL,Female-only (including Supernumerary),2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,HS,OBC-NCL,Gender-Neutral,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,HS,SC,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,HS,ST,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,HS,ST,Gender-Neutral,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,OS,OPEN,Female-only (including Supernumerary),3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,OS,OPEN,Gender-Neutral,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,OS,GEN- EWS(PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,OS,OBC-NCL,Female-only (including Supernumerary),2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,OS,OBC-NCL,Gender-Neutral,5
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,OS,OBC- NCL(PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,OS,SC,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,OS,SC,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,HS,OPEN,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,HS,OPEN,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,HS,OBC-NCL,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,HS,OBC- NCL(PwD),Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,HS,ST (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,OS,OPEN,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,OS,OPEN,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,OS,GEN-EWS,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,OS,OBC-NCL,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,HS,OPEN,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,HS,OPEN,Gender-Neutral,4
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,HS,OPEN (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,HS,GEN-EWS,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,HS,OBC-NCL,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,HS,OBC-NCL,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,HS,SC (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,HS,ST,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,HS,ST,Gender-Neutral,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,OS,OPEN,Female-only (including Supernumerary),2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,OS,OPEN,Gender-Neutral,4
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,OS,OBC-NCL,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,OS,ST (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,HS,OPEN,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,HS,OPEN,Gender-Neutral,7
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,HS,OPEN (PwD),Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,HS,OPEN (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,HS,OBC-NCL,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,HS,SC,Gender-Neutral,2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,HS,SC (PwD),Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,HS,ST,Gender-Neutral,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,OS,OPEN,Female-only (including Supernumerary),2
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,OS,OPEN,Gender-Neutral,3
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,OS,OPEN (PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,OS,GEN- EWS(PwD),Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,OS,OBC- NCL(PwD),Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,OS,SC,Female-only (including Supernumerary),1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,OS,SC,Gender-Neutral,1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,OS,ST (PwD),Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Chemical Engineering,HS,OPEN,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Chemical Engineering,HS,OPEN,Gender-Neutral,2
Malaviya National Institute of Technology Jaipur,Chemical Engineering,HS,GEN- EWS(PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Chemical Engineering,HS,OBC- NCL(PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Chemical Engineering,OS,OPEN,Female-only (including Supernumerary),2
Malaviya National Institute of Technology Jaipur,Chemical Engineering,OS,OPEN,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Chemical Engineering,OS,OBC-NCL,Female-only (including Supernumerary),2
Malaviya National Institute of Technology Jaipur,Chemical Engineering,OS,OBC-NCL,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Chemical Engineering,OS,SC,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Civil Engineering,HS,OPEN,Gender-Neutral,3
Malaviya National Institute of Technology Jaipur,Civil Engineering,HS,GEN-EWS,Gender-Neutral,2
Malaviya National Institute of Technology Jaipur,Civil Engineering,HS,OBC-NCL,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Civil Engineering,HS,SC (PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Civil Engineering,OS,OPEN,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Civil Engineering,OS,OPEN,Gender-Neutral,2
Malaviya National Institute of Technology Jaipur,Civil Engineering,OS,GEN-EWS,Gender-Neutral,2
Malaviya National Institute of Technology Jaipur,Civil Engineering,OS,GEN- EWS(PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Civil Engineering,OS,OBC-NCL,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Civil Engineering,OS,SC,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Civil Engineering,OS,SC (PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Computer Science and Engineering,HS,OBC-NCL,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Computer Science and Engineering,OS,OPEN,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Computer Science and Engineering,OS,OPEN,Gender-Neutral,5
Malaviya National Institute of Technology Jaipur,Computer Science and Engineering,OS,OBC-NCL,Gender-Neutral,3
Malaviya National Institute of Technology Jaipur,Computer Science and Engineering,OS,SC,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Computer Science and Engineering,OS,ST,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Electrical Engineering,HS,OPEN,Gender-Neutral,2
Malaviya National Institute of Technology Jaipur,Electrical Engineering,HS,ST,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Electrical Engineering,OS,OPEN,Female-only (including Supernumerary),2
Malaviya National Institute of Technology Jaipur,Electrical Engineering,OS,OPEN,Gender-Neutral,5
Malaviya National Institute of Technology Jaipur,Electrical Engineering,OS,OPEN (PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Electrical Engineering,OS,GEN-EWS,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,HS,OBC-NCL,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,OS,OPEN,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,OS,OPEN,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,OS,SC,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Mechanical Engineering,HS,OPEN,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Mechanical Engineering,HS,OPEN,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Mechanical Engineering,HS,GEN-EWS,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Mechanical Engineering,HS,OBC- NCL(PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Mechanical Engineering,HS,SC (PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Mechanical Engineering,OS,OPEN,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Mechanical Engineering,OS,OPEN,Gender-Neutral,2
Malaviya National Institute of Technology Jaipur,Mechanical Engineering,OS,GEN-EWS,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Mechanical Engineering,OS,OBC-NCL,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Mechanical Engineering,OS,SC (PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Mechanical Engineering,OS,ST,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Metallurgical and Materials Engineering,HS,OPEN,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Metallurgical and Materials Engineering,HS,OPEN,Gender-Neutral,6
Malaviya National Institute of Technology Jaipur,Metallurgical and Materials Engineering,HS,OBC-NCL,Gender-Neutral,2
Malaviya National Institute of Technology Jaipur,Metallurgical and Materials Engineering,HS,SC (PwD),Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Metallurgical and Materials Engineering,HS,ST,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Metallurgical and Materials Engineering,HS,ST (PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Metallurgical and Materials Engineering,OS,OPEN,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Metallurgical and Materials Engineering,OS,OPEN,Gender-Neutral,2
Malaviya National Institute of Technology Jaipur,Metallurgical and Materials Engineering,OS,GEN-EWS,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Metallurgical and Materials Engineering,OS,OBC- NCL(PwD),Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Architecture,HS,OPEN (PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Architecture,HS,OBC-NCL,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Architecture,HS,OBC- NCL(PwD),Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Architecture,HS,ST,Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Architecture,OS,OPEN,Female-only (including Supernumerary),1
Malaviya National Institute of Technology Jaipur,Architecture,OS,OPEN,Gender-Neutral,3
Malaviya National Institute of Technology Jaipur,Architecture,OS,OPEN (PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Architecture,OS,OBC-NCL,Gender-Neutral,2
Malaviya National Institute of Technology Jaipur,Architecture,OS,OBC- NCL(PwD),Gender-Neutral,1
Malaviya National Institute of Technology Jaipur,Architecture,OS,SC,Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,HS,OPEN,Female-only (including Supernumerary),2
Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,HS,OPEN,Gender-Neutral,4
Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,HS,OPEN (PwD),Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,HS,GEN-EWS,Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,HS,OBC-NCL,Gender-Neutral,2
Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,HS,OBC- NCL(PwD),Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,OS,OPEN,Female-only (including Supernumerary),1
Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,OS,OPEN,Gender-Neutral,2
Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,OS,OBC-NCL,Female-only (including Supernumerary),1
Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,OS,ST,Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Civil Engineering,HS,OPEN,Female-only (including Supernumerary),2
Maulana Azad National Institute of Technology Bhopal,Civil Engineering,HS,OPEN,Gender-Neutral,5
Maulana Azad National Institute of Technology Bhopal,Civil Engineering,HS,OPEN (PwD),Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Civil Engineering,HS,GEN-EWS,Gender-Neutral,3
Maulana Azad National Institute of Technology Bhopal,Civil Engineering,HS,OBC-NCL,Gender-Neutral,5
Maulana Azad National Institute of Technology Bhopal,Civil Engineering,OS,OPEN,Female-only (including Supernumerary),1
Maulana Azad National Institute of Technology Bhopal,Civil Engineering,OS,OPEN,Gender-Neutral,3
Maulana Azad National Institute of Technology Bhopal,Civil Engineering,OS,GEN-EWS,Gender-Neutral,2
Maulana Azad National Institute of Technology Bhopal,Civil Engineering,OS,GEN- EWS(PwD),Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Civil Engineering,OS,OBC-NCL,Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Civil Engineering,OS,ST,Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Computer Science and Engineering,HS,OPEN,Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Computer Science and Engineering,HS,OBC-NCL,Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Computer Science and Engineering,OS,OPEN,Gender-Neutral,6
Maulana Azad National Institute of Technology Bhopal,Computer Science and Engineering,OS,GEN-EWS,Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Computer Science and Engineering,OS,OBC-NCL,Female-only (including Supernumerary),1
Maulana Azad National Institute of Technology Bhopal,Computer Science and Engineering,OS,ST,Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Electrical Engineering,HS,OPEN,Female-only (including Supernumerary),2
Maulana Azad National Institute of Technology Bhopal,Electrical Engineering,HS,OPEN,Gender-Neutral,3
Maulana Azad National Institute of Technology Bhopal,Electrical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),1
Maulana Azad National Institute of Technology Bhopal,Electrical Engineering,OS,OPEN,Female-only (including Supernumerary),2
Maulana Azad National Institute of Technology Bhopal,Electrical Engineering,OS,OPEN,Gender-Neutral,3
Maulana Azad National Institute of Technology Bhopal,Electrical Engineering,OS,OBC-NCL,Gender-Neutral,2
Maulana Azad National Institute of Technology Bhopal,Electrical Engineering,OS,ST,Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Electronics and Communication Engineering,HS,OPEN,Female-only (including Supernumerary),1
Maulana Azad National Institute of Technology Bhopal,Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,1
Maulana Azad National Institute of Technology Bhopal,Electronics and Communication Engineering,HS,OBC-NCL,Gender-Neutral,1
