"Institute","Academic Program Name","Quota","Seat Type","Gender","Opening Rank","Closing Rank"
"National Institute of Technology Calicut","Production Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","5492","8214"
"National Institute of Technology Calicut","Production Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","3375","4189"
"National Institute of Technology Calicut","Production Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","3148","3148"
"National Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","7356","11564"
"National Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","152","152"
"National Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","4096","6742"
"National Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","1475","3403"
"National Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","2992","4014"
"National Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","4919","7816"
"National Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","2076","2940"
"National Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","785","1530"
"National Institute of Technology Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","701","716"
"National Institute of Technology Delhi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","19158","22111"
"National Institute of Technology Delhi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","10546","11662"
"National Institute of Technology Delhi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","3268","5952"
"National Institute of Technology Delhi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","1702","6320"
"National Institute of Technology Delhi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","13044","14945"
"National Institute of Technology Delhi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","4423","5038"
"National Institute of Technology Delhi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA","185","185"
"National Institute of Technology Delhi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","1325","2800"
"National Institute of Technology Delhi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","772","833"
"National Institute of Technology Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","12495","18470"
"National Institute of Technology Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","7205","9995"
"National Institute of Technology Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","3468","5410"
"National Institute of Technology Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","5705","6106"
"National Institute of Technology Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","7980","12094"
"National Institute of Technology Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","426","426"
"National Institute of Technology Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","3514","4257"
"National Institute of Technology Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","1999","2585"
"National Institute of Technology Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","547","843"
"National Institute of Technology Durgapur","Bio Technology (4 Years, Bachelor of Technology)","HS","OPEN","NA","29633","39708"
"National Institute of Technology Durgapur","Bio Technology (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","992","992"
"National Institute of Technology Durgapur","Bio Technology (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","29866","35186"
"National Institute of Technology Durgapur","Bio Technology (4 Years, Bachelor of Technology)","HS","SC","NA","4887","6752"
"National Institute of Technology Durgapur","Bio Technology (4 Years, Bachelor of Technology)","HS","ST","NA","3533","7084"
"National Institute of Technology Durgapur","Bio Technology (4 Years, Bachelor of Technology)","OS","OPEN","NA","32105","37002"
"National Institute of Technology Durgapur","Bio Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","10213","11621"
"National Institute of Technology Durgapur","Bio Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA","591","591"
"National Institute of Technology Durgapur","Bio Technology (4 Years, Bachelor of Technology)","OS","SC","NA","4463","7921"
"National Institute of Technology Durgapur","Bio Technology (4 Years, Bachelor of Technology)","OS","ST","NA","3226","4080"
"National Institute of Technology Durgapur","Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","NA","28898","37721"
"National Institute of Technology Durgapur","Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","SC","NA","5045","5045"
"National Institute of Technology Durgapur","Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","NA","31565","31565"
"National Institute of Technology Durgapur","Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","NA","12068","12068"
"National Institute of Technology Durgapur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","21141","32483"
"National Institute of Technology Durgapur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","1627","1627"
"National Institute of Technology Durgapur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","14139","26874"
"National Institute of Technology Durgapur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","2542","4521"
"National Institute of Technology Durgapur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","10044","11505"
"National Institute of Technology Durgapur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","22858","26453"
"National Institute of Technology Durgapur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","6681","8548"
"National Institute of Technology Durgapur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","3921","4858"
"National Institute of Technology Durgapur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1744","2456"
"National Institute of Technology Durgapur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST (PwD)","NA","21","21"
"National Institute of Technology Durgapur","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","NA","31068","31068"
"National Institute of Technology Durgapur","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OBC-NCL","NA","15612","15612"
"National Institute of Technology Durgapur","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","NA","26476","26476"
"National Institute of Technology Durgapur","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","NA","9145","9145"
"National Institute of Technology Durgapur","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","NA","5477","5477"
"National Institute of Technology Durgapur","Chemistry (5 Years, Integrated Master of Science)","HS","OPEN","NA","36469","40292"
"National Institute of Technology Durgapur","Chemistry (5 Years, Integrated Master of Science)","HS","OBC-NCL","NA","34108","35489"
"National Institute of Technology Durgapur","Chemistry (5 Years, Integrated Master of Science)","HS","SC","NA","4991","4991"
"National Institute of Technology Durgapur","Chemistry (5 Years, Integrated Master of Science)","HS","ST","NA","12424","12424"
"National Institute of Technology Durgapur","Chemistry (5 Years, Integrated Master of Science)","OS","OPEN","NA","20087","35457"
"National Institute of Technology Durgapur","Chemistry (5 Years, Integrated Master of Science)","OS","OBC-NCL","NA","12084","12702"
"National Institute of Technology Durgapur","Chemistry (5 Years, Integrated Master of Science)","OS","SC","NA","6041","6041"
"National Institute of Technology Durgapur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","34032","36208"
"National Institute of Technology Durgapur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","21701","26125"
"National Institute of Technology Durgapur","Civil Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","3909","4643"
"National Institute of Technology Durgapur","Civil Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","2801","8250"
"National Institute of Technology Durgapur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","15324","22588"
"National Institute of Technology Durgapur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","243","243"
"National Institute of Technology Durgapur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","6059","6819"
"National Institute of Technology Durgapur","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","2469","3683"
"National Institute of Technology Durgapur","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1050","1396"
"National Institute of Technology Durgapur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","7403","14703"
"National Institute of Technology Durgapur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","4912","9357"
"National Institute of Technology Durgapur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","1379","1842"
"National Institute of Technology Durgapur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","1456","2014"
"National Institute of Technology Durgapur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","6574","9003"
"National Institute of Technology Durgapur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","143","143"
"National Institute of Technology Durgapur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","2326","3243"
"National Institute of Technology Durgapur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","954","1367"
"National Institute of Technology Durgapur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","847","948"
"National Institute of Technology Durgapur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","10841","24586"
"National Institute of Technology Durgapur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","11057","20138"
"National Institute of Technology Durgapur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","NA","128","128"
"National Institute of Technology Durgapur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","2618","3833"
"National Institute of Technology Durgapur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","2855","3217"
"National Institute of Technology Durgapur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","12485","17653"
"National Institute of Technology Durgapur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","870","870"
"National Institute of Technology Durgapur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","4225","5836"
"National Institute of Technology Durgapur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","2806","3432"
"National Institute of Technology Durgapur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","783","1395"
"National Institute of Technology Durgapur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","10701","20076"
"National Institute of Technology Durgapur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","211","211"
"National Institute of Technology Durgapur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","4736","13822"
"National Institute of Technology Durgapur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","2017","3266"
"National Institute of Technology Durgapur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","2086","3243"
"National Institute of Technology Durgapur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","11015","13486"
"National Institute of Technology Durgapur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","4084","5116"
"National Institute of Technology Durgapur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA","331","331"
"National Institute of Technology Durgapur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","2216","3167"
"National Institute of Technology Durgapur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1250","1525"
"National Institute of Technology Durgapur","Information Technology (4 Years, Bachelor of Technology)","HS","OPEN","NA","15250","27133"
"National Institute of Technology Durgapur","Information Technology (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","550","550"
"National Institute of Technology Durgapur","Information Technology (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","13285","19699"
"National Institute of Technology Durgapur","Information Technology (4 Years, Bachelor of Technology)","HS","SC","NA","2663","3331"
"National Institute of Technology Durgapur","Information Technology (4 Years, Bachelor of Technology)","HS","ST","NA","3483","3562"
"National Institute of Technology Durgapur","Information Technology (4 Years, Bachelor of Technology)","OS","OPEN","NA","9216","12923"
"National Institute of Technology Durgapur","Information Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","3639","4810"
"National Institute of Technology Durgapur","Information Technology (4 Years, Bachelor of Technology)","OS","SC","NA","1974","3026"
"National Institute of Technology Durgapur","Information Technology (4 Years, Bachelor of Technology)","OS","ST","NA","1558","1596"
"National Institute of Technology Durgapur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","11246","29862"
"National Institute of Technology Durgapur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","603","603"
"National Institute of Technology Durgapur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","8482","22127"
"National Institute of Technology Durgapur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","NA","694","694"
"National Institute of Technology Durgapur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","2130","3797"
"National Institute of Technology Durgapur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","949","8161"
"National Institute of Technology Durgapur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","11827","18241"
"National Institute of Technology Durgapur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","730","730"
"National Institute of Technology Durgapur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","3983","5963"
"National Institute of Technology Durgapur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","1971","3563"
"National Institute of Technology Durgapur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","909","1488"
"National Institute of Technology Durgapur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","28384","36880"
"National Institute of Technology Durgapur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","24682","31580"
"National Institute of Technology Durgapur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","4020","5681"
"National Institute of Technology Durgapur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","11447","12488"
"National Institute of Technology Durgapur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","23539","32382"
"National Institute of Technology Durgapur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","9889","11129"
"National Institute of Technology Durgapur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","5338","6291"
"National Institute of Technology Durgapur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1553","2812"
"National Institute of Technology Goa","Computer Science and Engineering (4 Years, Bachelor of Technology)","GO","OPEN","NA","20030","44714"
"National Institute of Technology Goa","Computer Science and Engineering (4 Years, Bachelor of Technology)","GO","OBC-NCL","NA","14861","24238"
"National Institute of Technology Goa","Computer Science and Engineering (4 Years, Bachelor of Technology)","GO","SC","NA","5331","15871"
"National Institute of Technology Goa","Computer Science and Engineering (4 Years, Bachelor of Technology)","GO","ST","NA","4249","4249"
"National Institute of Technology Goa","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","11222","15560"
"National Institute of Technology Goa","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","15793","15793"
"National Institute of Technology Goa","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","8035","11646"
"National Institute of Technology Goa","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","3929","4593"
"National Institute of Technology Goa","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","2174","2257"
"National Institute of Technology Goa","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1288","1288"
"National Institute of Technology Goa","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","GO","OPEN","NA","41150","50867"
"National Institute of Technology Goa","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","GO","OBC-NCL","NA","24894","49669"
"National Institute of Technology Goa","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","GO","SC","NA","15576","21578"
"National Institute of Technology Goa","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","GO","ST","NA","5908","5908"
"National Institute of Technology Goa","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","56097","56097"
"National Institute of Technology Goa","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","22294","22294"
"National Institute of Technology Goa","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","4591","4591"
"National Institute of Technology Goa","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","14477","18001"
"National Institute of Technology Goa","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","6425","6658"
"National Institute of Technology Goa","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA","407","407"
"National Institute of Technology Goa","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","3406","3748"
"National Institute of Technology Goa","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1671","1671"
"National Institute of Technology Goa","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","GO","OPEN","NA","18926","39466"
"National Institute of Technology Goa","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","GO","OBC-NCL","NA","32582","58538"
"National Institute of Technology Goa","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","GO","SC","NA","26828","26828"
"National Institute of Technology Goa","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","35217","72405"
"National Institute of Technology Goa","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","3912","3912"
"National Institute of Technology Goa","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","16171","17574"
"National Institute of Technology Goa","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","556","556"
"National Institute of Technology Goa","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","5806","6253"
"National Institute of Technology Goa","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","3653","3675"
"National Institute of Technology Goa","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1348","1348"
"National Institute of Technology Hamirpur","Architecture  (5 Years, Bachelor of Architecture)","HS","OPEN","NA","3037","6297"
"National Institute of Technology Hamirpur","Architecture  (5 Years, Bachelor of Architecture)","HS","OBC-NCL","NA","2439","10461"
"National Institute of Technology Hamirpur","Architecture  (5 Years, Bachelor of Architecture)","HS","SC","NA","558","676"
"National Institute of Technology Hamirpur","Architecture  (5 Years, Bachelor of Architecture)","HS","ST","NA","157","562"
"National Institute of Technology Hamirpur","Architecture  (5 Years, Bachelor of Architecture)","OS","OPEN","NA","1726","2325"
"National Institute of Technology Hamirpur","Architecture  (5 Years, Bachelor of Architecture)","OS","OBC-NCL","NA","778","1105"
"National Institute of Technology Hamirpur","Architecture  (5 Years, Bachelor of Architecture)","OS","SC","NA","197","512"
"National Institute of Technology Hamirpur","Architecture  (5 Years, Bachelor of Architecture)","OS","ST","NA","247","247"
"National Institute of Technology Hamirpur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","70928","99416"
"National Institute of Technology Hamirpur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","29770","228247"
"National Institute of Technology Hamirpur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","11976","13139"
"National Institute of Technology Hamirpur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","3791","3952"
"National Institute of Technology Hamirpur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","20437","27013"
"National Institute of Technology Hamirpur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","1893","1893"
"National Institute of Technology Hamirpur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","7113","9815"
"National Institute of Technology Hamirpur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","4523","5618"
"National Institute of Technology Hamirpur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1924","2521"
"National Institute of Technology Hamirpur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","32520","73708"
"National Institute of Technology Hamirpur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","1349","1349"
"National Institute of Technology Hamirpur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","29276","199335"
"National Institute of Technology Hamirpur","Civil Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","3906","6893"
"National Institute of Technology Hamirpur","Civil Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","1631","1826"
"National Institute of Technology Hamirpur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","18756","25352"
"National Institute of Technology Hamirpur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","6051","7726"
"National Institute of Technology Hamirpur","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","2912","4258"
"National Institute of Technology Hamirpur","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1079","1218"
"National Institute of Technology Hamirpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","7767","22789"
"National Institute of Technology Hamirpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","592","592"
"National Institute of Technology Hamirpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","7246","33328"
"National Institute of Technology Hamirpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","2361","4645"
"National Institute of Technology Hamirpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC (PwD)","NA","147","147"
"National Institute of Technology Hamirpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","451","1069"
"National Institute of Technology Hamirpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","7908","11881"
"National Institute of Technology Hamirpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","754","754"
"National Institute of Technology Hamirpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","3458","3945"
"National Institute of Technology Hamirpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA","428","428"
"National Institute of Technology Hamirpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","1891","2509"
"National Institute of Technology Hamirpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1075","1837"
"National Institute of Technology Hamirpur","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","NA","26612","56906"
"National Institute of Technology Hamirpur","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN (PwD)","NA","1305","1305"
"National Institute of Technology Hamirpur","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OBC-NCL","NA","25389","96649"
"National Institute of Technology Hamirpur","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","SC","NA","2914","8514"
"National Institute of Technology Hamirpur","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","ST","NA","2884","3736"
"National Institute of Technology Hamirpur","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","NA","12182","15302"
"National Institute of Technology Hamirpur","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","NA","3924","4947"
"National Institute of Technology Hamirpur","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","NA","1521","2888"
"National Institute of Technology Hamirpur","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","NA","1411","1849"
"National Institute of Technology Hamirpur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","17607","75183"
"National Institute of Technology Hamirpur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","27046","316456"
"National Institute of Technology Hamirpur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","3236","9763"
"National Institute of Technology Hamirpur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","1070","2341"
"National Institute of Technology Hamirpur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","12531","19756"
"National Institute of Technology Hamirpur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","740","740"
"National Institute of Technology Hamirpur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","4557","6356"
"National Institute of Technology Hamirpur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA","535","535"
"National Institute of Technology Hamirpur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","2559","3220"
"National Institute of Technology Hamirpur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1141","1439"
"National Institute of Technology Hamirpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","14423","45814"
"National Institute of Technology Hamirpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","974","974"
"National Institute of Technology Hamirpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","16203","348008"
"National Institute of Technology Hamirpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","4550","7186"
"National Institute of Technology Hamirpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","403","2578"
"National Institute of Technology Hamirpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","9330","17668"
"National Institute of Technology Hamirpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","4017","5986"
"National Institute of Technology Hamirpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","2659","4095"
"National Institute of Technology Hamirpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1149","2123"
"National Institute of Technology Hamirpur","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","NA","60282","89931"
