"Institute","Academic Program Name","Quota","Seat Type","Gender","Opening Rank","Closing Rank"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OPEN","Gender-Neutral","10887","16123"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OPEN","Female-only (including Supernumerary)","15403","21186"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OPEN (PwD)","Gender-Neutral","347","467"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","EWS","Gender-Neutral","1916","2364"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OBC-NCL","Gender-Neutral","4333","6949"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OBC-NCL","Female-only (including Supernumerary)","9945","11150"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OBC-NCL (PwD)","Gender-Neutral","478","478"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","SC","Gender-Neutral","2883","4985"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","SC","Female-only (including Supernumerary)","4882","5098"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","ST","Gender-Neutral","2555","3361"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","ST","Female-only (including Supernumerary)","5160","5160"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OPEN","Gender-Neutral","7028","20595"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OPEN","Female-only (including Supernumerary)","22850","27092"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OPEN (PwD)","Gender-Neutral","2346","2346"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","EWS","Gender-Neutral","2656","3345"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OBC-NCL","Gender-Neutral","4737","9897"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OBC-NCL","Female-only (including Supernumerary)","10712","13171"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","SC","Gender-Neutral","5208","6421"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","SC","Female-only (including Supernumerary)","7945","7945"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","ST","Gender-Neutral","3127","3980"
"Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","ST","Female-only (including Supernumerary)","5196","5196"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","14035","23144"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1095","1378"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","2869","3651"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","5649","10171"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","2580","6031"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2057","3281"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","23207","31335"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1844","1844"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4059","4516"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","9827","11955"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","5047","7388"
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","1689","3561"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","8661","21601"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","19416","29309"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","382","835"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","5179","8279"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","9579","14461"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","398","672"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","3290","6122"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","7150","8249"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","847","3263"
"Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","2102","4977"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","8329","31318"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","31214","36672"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","8534","11599"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","11357","14860"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","2964","7306"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","8329","8437"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3318","3789"
"Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","4320","4320"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","13277","34168"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","529","2010"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4350","4867"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","8964","13169"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","5007","7849"
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2980","4258"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","15121","20758"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","310","310"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","2627","3359"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","6327","9463"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","2526","6509"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3504","4028"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","20635","25334"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3220","3578"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","9662","11932"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","6640","8056"
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4326","4585"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","21573","29974"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1773","1773"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4004","4269"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","9168","11936"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","4657","7177"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2754","3743"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","33317","37709"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","2736","2736"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4808","4916"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","12477","13729"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7701","8607"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3970","4322"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","26794","32906"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4368","4370"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","11937","12997"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","4376","8160"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4508","4636"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","12564","25846"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","895","1751"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3225","3293"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","6409","9624"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","779","1036"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","2775","6347"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2286","3594"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","21403","30072"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","2564","2564"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3821","4011"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","9569","10683"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","5225","7482"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2011","3994"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","16265","28527"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1632","2224"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3599","3941"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","7867","11726"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","4327","7538"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2506","4165"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","17085","30246"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1878","1878"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3993","4054"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","9659","12290"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","6226","7997"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2912","4367"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","5491","10575"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","13905","16707"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","342","572"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","1253","1295"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","2640","2640"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","2534","4125"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","6997","8650"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","199","518"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","1677","2893"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","4819","5599"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC (PwD)","Gender-Neutral","166","166"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","1260","1551"
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","2299","2694"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","1291","5938"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","3267","10322"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","206","269"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Female-only (including Supernumerary)","399","399"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","687","810"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","1167","1635"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","EWS (PwD)","Gender-Neutral","33","33"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","1165","2318"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","4228","6780"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","122","440"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","503","1641"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","2038","3938"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","SC (PwD)","Gender-Neutral","18","49"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","388","1086"
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","640","2166"
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","5793","7057"
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","9303","12207"
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","324","324"
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","916","1101"
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","2471","2471"
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","2168","3314"
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","6223","7823"
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","264","264"
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","1720","2060"
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","4540","4540"
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","547","1450"
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","2401","2401"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B. Tech. Electronics and Communication Engineering and  M. Tech. Electronics and Communication Engineering with specialization in Communication Systems Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","Gender-Neutral","25468","32339"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B. Tech. Electronics and Communication Engineering and  M. Tech. Electronics and Communication Engineering with specialization in Communication Systems Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","EWS","Gender-Neutral","4329","4550"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","B. Tech. Electronics and Communication Engineering and  M. Tech. Electronics and Communication Engineering with specialization in Communication Systems Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","Gender-Neutral","8225","10980"
