"Institute","Academic Program Name","Quota","Seat Type","Gender","Opening Rank","Closing Rank"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","1098","1923"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","2263","11408"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","6209","8925"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","339","339"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","2127","3305.1"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","1067","1847"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","846","1176"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","13116","18604"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","6692","20829"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","2047","3339"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","13260","39587"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","9038","14706"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","3679","5152"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA","330","330"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","2184","2792"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC (PwD)","NA","114","114"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1243","1396"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","36922","61893"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","24430","60576"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","4852","7829"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","27355","27355"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","22097","29688"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","1732","1732"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","8245","10508"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","4807","6233"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1854","2948"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","21010","36778"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","23018","52128"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","3923","6490"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","13083","28076"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","624","624"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","6875","10079"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","3600","4959"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","2682","3024"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","14642","24408"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","7083","19724"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","NA","615","615"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","787","2995"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","8050","22592"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","11795","16490"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","261","261"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","3894","5511"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","547.1","2374"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC (PwD)","NA","201","201"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","505","980"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","HS","OPEN","NA","59753","68837"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","37578","71301"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","HS","SC","NA","6079","9373"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","OPEN","NA","12799","35404"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","9069","11578"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA","967","967"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","SC","NA","4121","6565"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","ST","NA","3100","3498"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","HS","OPEN","NA","165","2475"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","HS","OBC-NCL","NA","940","1731"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","HS","SC","NA","448","573"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","HS","ST","NA","145","495"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","OS","OPEN","NA","1326","2362"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","OS","OPEN (PwD)","NA","38","38"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","OS","OBC-NCL","NA","707","1092"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","OS","SC","NA","265","390"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","OS","ST","NA","173","181"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","9006","15616"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","1010","1010"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","3815","5795"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","1931","2988"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","434","1034"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","12740","19571"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","4415","6534"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","2076","3686"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC (PwD)","NA","127","127"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1196","1799"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","4670","12406"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","108","108"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","2650","3727"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","NA","643","643"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","251","1541"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","54","81"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","11288","16713"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","3636","5126"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","1287","2085"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","329","770"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST (PwD)","NA","42","42"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","889","3476"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","148","148"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","730","1310"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","195","810"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","234","647"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","2553","4731"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","102","102"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","977","1589"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA","98","98"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","690","1140"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","582","812"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","3219","8952"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","1707","2656"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","NA","112","112"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","257","866"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","SC (PwD)","NA","79","79"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","104","162"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","8779","11975"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","216","216"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","2914","4097"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","1107","1786"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","662","975"
"Malaviya National Institute of Technology Jaipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","1922","7756"
"Malaviya National Institute of Technology Jaipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","369","369"
"Malaviya National Institute of Technology Jaipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","1559","3013"
"Malaviya National Institute of Technology Jaipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","1112","1683"
"Malaviya National Institute of Technology Jaipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","186","438"
"Malaviya National Institute of Technology Jaipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","5714","8426"
"Malaviya National Institute of Technology Jaipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","2058","3194"
"Malaviya National Institute of Technology Jaipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA","256","256"
"Malaviya National Institute of Technology Jaipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","1113","2058"
"Malaviya National Institute of Technology Jaipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","998","1061"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","3618","8386"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","1583","2692"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","NA","179","179"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","797","1295"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","131","166"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","3125","10925"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","163","163"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","2995","3753"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","1078","1746"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC (PwD)","NA","47","47"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","296","803"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","17750","25352"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","1057","1057"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","6144","9609"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","2970","4549"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","1338","1880"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","16947","27987"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","630","630"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","6744","9827"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","3879","5348"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1994","2309"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","HS","OPEN","NA","1781","3734"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","HS","OPEN (PwD)","NA","71","71"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","HS","OBC-NCL","NA","943","1546"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","HS","SC","NA","252","444"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","HS","ST","NA","138","451"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","OPEN","NA","1216","2850"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","OPEN (PwD)","NA","41","41"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","OBC-NCL","NA","750","1402"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","SC","NA","285","400"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","ST","NA","117","412"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","17923","21470"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","789","789"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","6047","7390"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","NA","567","567"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","3542","4043"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","1169","1619"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","15445","21248"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","707","707"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","5132","6806"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA","633","633"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","1827","2689"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1632","1819"
"Maulana Azad National Institute of Technology Bhopal","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","8523","19628"
"Maulana Azad National Institute of Technology Bhopal","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","721","721"
"Maulana Azad National Institute of Technology Bhopal","Civil Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","5424","7127"
"Maulana Azad National Institute of Technology Bhopal","Civil Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","1103","2581"
"Maulana Azad National Institute of Technology Bhopal","Civil Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","708","1068"
"Maulana Azad National Institute of Technology Bhopal","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","10537","16977"
"Maulana Azad National Institute of Technology Bhopal","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","205","205"
"Maulana Azad National Institute of Technology Bhopal","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA","4051","4852"
"Maulana Azad National Institute of Technology Bhopal","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","744","2335"
"Maulana Azad National Institute of Technology Bhopal","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","474","620"
"Maulana Azad National Institute of Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","3281","8230"
"Maulana Azad National Institute of Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","220","220"
"Maulana Azad National Institute of Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","1680","3608"
"Maulana Azad National Institute of Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","NA","144","491"
"Maulana Azad National Institute of Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","745","2254"
"Maulana Azad National Institute of Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC (PwD)","NA","24","24"
