"Institute","Academic Program Name","Quota","Seat Type","Gender","Opening Rank","Closing Rank"
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","NA","1388","3021"
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","NA","7850","22260"
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN (PwD)","NA","1218","1218"
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OBC-NCL","NA","13373","29131"
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","SC","NA","2750","5108"
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","ST","NA","4385","6560"
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","NA","20623","28572"
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","NA","6892","8857"
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","NA","5038","6031"
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","NA","1426","2333"
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","NA","4824","17676"
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OBC-NCL","NA","7932","23790"
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","SC","NA","843","2608"
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","ST","NA","5086","5124"
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","NA","19643","24945"
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN (PwD)","NA","921","921"
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","NA","5877","7950"
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","NA","5342","6753"
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","NA","1772","3789"
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","NA","14881","31565"
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OBC-NCL","NA","20015","35671"
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","SC","NA","1307","4781"
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","ST","NA","6857","9916"
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","NA","20053","27113"
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN (PwD)","NA","466","466"
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","NA","6628","9078"
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","NA","4216","6841"
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","NA","2198","3126"
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","NA","10646","24638"
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN (PwD)","NA","560","560"
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OBC-NCL","NA","9844","22717"
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","SC","NA","878","4102"
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","ST","NA","1443","6365"
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","NA","10729","27025"
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","NA","6467","8191"
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","NA","2916","5261"
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","NA","2496","2945"
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","NA","26170","37873"
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OBC-NCL","NA","30904","42404"
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","SC","NA","5391","6740"
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","ST","NA","10156","10156"
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","NA","29158","36940"
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","NA","10962","12655"
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","NA","7454","8107"
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","NA","3139","3139"
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","NA","36468","42149"
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OBC-NCL","NA","25663","45561"
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","SC","NA","4809","6787"
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","ST","NA","9631","9631"
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","NA","35622","37849"
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","NA","10956","12471"
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","NA","7626","7997"
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","NA","2538","2538"
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA","42430","51940"
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA","2267","2267"
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA","15490","16103"
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)","AI","SC","NA","7932","8830"
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)","AI","ST","NA","3025","3025"
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","68627","109928"
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","33177","36116"
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","12124","12534"
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","3419","4758"
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA","35575","39443"
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA","1705","1705"
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA","11687","12734"
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA","5167","7307"
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA","3127","3127"
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","61310","84673"
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","28172","31139"
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","9449","10072"
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","3522","4146"
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA","38060","41136"
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA","2575","2575"
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA","11198","13120"
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","NA","7360","7576"
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","NA","1984","1984"
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","62157","84884"
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA","27616","32047"
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","10209","10581"
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","3200","3200"
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)","HS","OPEN","NA","2648","6481"
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)","HS","SC","NA","499","598"
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)","HS","ST","NA","231","908"
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)","OS","OPEN","NA","1077","3407"
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)","OS","OPEN (PwD)","NA","78","78"
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)","OS","SC","NA","339","454"
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)","OS","ST","NA","118","118"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","HS","OPEN","NA","30360","51314"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","HS","SC","NA","10441","12336"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","HS","ST","NA","7333","9053"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","OS","OPEN","NA","29123","38909"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","516","516"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","OS","SC","NA","7172","7763"
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)","OS","ST","NA","3806","3889"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","26791","34514"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","9362","9570"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","4569","8219"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","20801","27742"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","4470","6109"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","2637","2940"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)","HS","OPEN","NA","36941","42527"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)","HS","SC","NA","10816","11934"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)","HS","ST","NA","9481","10507"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)","OS","OPEN","NA","27583","36412"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)","OS","SC","NA","6627","7356"
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)","OS","ST","NA","3560","3817"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","25143","32871"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","907","907"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","4965","6726"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","2991","5381"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","14051","22068"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","994","994"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","3334","4651"
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1767","1810"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","5851","12586"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","635","1240"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","2280","4696"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","809","3963"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","5596","10162"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","550","566"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","941","3163"
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1387","2152"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","8136","23475"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","5340","8292"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","3369","5335"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","12719","18003"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","1150","4783"
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1333","1769"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","12230","20400"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","1389","2144"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","3383","8956"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","2641","6779"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","5285","15391"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","319","1000"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","3320","4741"
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","1508","2443"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","HS","OPEN","NA","14982","20307"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA","795","795"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","HS","SC","NA","5706","7141"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","HS","ST","NA","4204","6858"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","OS","OPEN","NA","10213","12676"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA","287","287"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","OS","SC","NA","2764","4611"
"Birla Institute of Technology, Mesra,  Ranchi","Information Technology (4 Years, Bachelor of Technology)","OS","ST","NA","1403","2575"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","12751","24802"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","5199","7085"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","1415","4475"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","10587","18928"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","1441","2570"
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","982","1384"
"Birla Institute of Technology, Mesra,  Ranchi","Production Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA","24852","37418"
"Birla Institute of Technology, Mesra,  Ranchi","Production Engineering (4 Years, Bachelor of Technology)","HS","SC","NA","7228","9734"
"Birla Institute of Technology, Mesra,  Ranchi","Production Engineering (4 Years, Bachelor of Technology)","HS","ST","NA","6845","9585"
"Birla Institute of Technology, Mesra,  Ranchi","Production Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA","25039","33135"
"Birla Institute of Technology, Mesra,  Ranchi","Production Engineering (4 Years, Bachelor of Technology)","OS","SC","NA","6784","7460"
"Birla Institute of Technology, Mesra,  Ranchi","Production Engineering (4 Years, Bachelor of Technology)","OS","ST","NA","3939","3949"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA","25084","42824"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA","1264","1264"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA","11007","13946"
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA","959","959"
