"College","Branch","Quota","Category","Gender","O.R.","C.R."
"Pondicherry Engineering College, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","9847","9908"
"Pondicherry Engineering College, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","18917","22179"
"Pondicherry Engineering College, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","9751","11257"
"Pondicherry Engineering College, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3602","4387"
"Pondicherry Engineering College, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","314536","325661"
"Pondicherry Engineering College, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","125348","127891"
"Pondicherry Engineering College, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","38144","38144"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","180705","289362"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","104682","130759"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","20571","23853"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","6373","6373"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","57189","75625"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","12126","12136"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","21790","23394"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","11182","12826"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","6071","6071"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","317086","347324"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","139599","185647"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","26640","29019"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","8101","8101"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","80657","91267"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","14135","14167"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","27452","27513"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","13949","14142"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","6242","6242"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","187466","310307"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","41375","41375"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","133126","143359"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","23176","23976"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","6630","6630"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","60946","78832"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","13585","13862"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","25457","25976"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","13481","13541"
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","5908","5908"
"Central University of Rajasthan, Rajasthan","Bio Medical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","64885","73669"
"Central University of Rajasthan, Rajasthan","Bio Medical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","11313","13659"
"Central University of Rajasthan, Rajasthan","Bio Medical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","20875","25000"
"Central University of Rajasthan, Rajasthan","Bio Medical Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","10614","12383"
"Central University of Rajasthan, Rajasthan","Bio Medical Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4983","5306"
"Central University of Rajasthan, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","33413","40933"
"Central University of Rajasthan, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1669","1669"
"Central University of Rajasthan, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","6550","6860"
"Central University of Rajasthan, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","13113","16436"
"Central University of Rajasthan, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","6189","9831"
"Central University of Rajasthan, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2765","3581"
"Central University of Rajasthan, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","43545","52489"
"Central University of Rajasthan, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","8167","8512"
"Central University of Rajasthan, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","14937","17870"
"Central University of Rajasthan, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","9563","10724"
"Central University of Rajasthan, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4597","4623"
"National Institute of Food Technology Entrepreneurship and Management, Sonepat, Haryana","Food Technology and Management (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","57111","92984"
"National Institute of Food Technology Entrepreneurship and Management, Sonepat, Haryana","Food Technology and Management (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","14132","14482"
"National Institute of Food Technology Entrepreneurship and Management, Sonepat, Haryana","Food Technology and Management (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","26517","28534"
"National Institute of Food Technology Entrepreneurship and Management, Sonepat, Haryana","Food Technology and Management (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","9194","14743"
"National Institute of Food Technology Entrepreneurship and Management, Sonepat, Haryana","Food Technology and Management (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3605","6496"
"lndian Institute of Food Processing Technology, Thanjavur, Tamil Naidu.","Food Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","28207","88001"
"lndian Institute of Food Processing Technology, Thanjavur, Tamil Naidu.","Food Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1367","2598"
"lndian Institute of Food Processing Technology, Thanjavur, Tamil Naidu.","Food Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","13415","14223"
"lndian Institute of Food Processing Technology, Thanjavur, Tamil Naidu.","Food Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","25343","27698"
"lndian Institute of Food Processing Technology, Thanjavur, Tamil Naidu.","Food Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","9153","12669"
"lndian Institute of Food Processing Technology, Thanjavur, Tamil Naidu.","Food Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","5245","6116"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Agricultural Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","14122","14122"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Agricultural Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","5791","5791"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Civil Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","65709","65709"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Civil Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","12768","12768"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","7703","9301"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","16147","17759"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","8571","8571"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","55289","55289"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Electrical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","11160","11160"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","50447","50447"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","7681","7681"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","65649","65649"
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh
","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","10712","10712"
"Indian Institute of Handloom Technology(IIHT), Varanasi","Handloom and Textile Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","77924","89271"
"Indian Institute of Handloom Technology(IIHT), Varanasi","Handloom and Textile Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","14044","14069"
"Indian Institute of Handloom Technology(IIHT), Varanasi","Handloom and Textile Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","26863","27921"
"Indian Institute of Handloom Technology(IIHT), Varanasi","Handloom and Textile Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","11707","14384"
"Indian Institute of Handloom Technology(IIHT), Varanasi","Handloom and Textile Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","6314","6479"
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))","AI","OPEN","Gender-Neutral","27237","58125"
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))","AI","EWS","Gender-Neutral","8921","9844"
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))","AI","OBC-NCL","Gender-Neutral","16055","19650"
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))","AI","SC","Gender-Neutral","5915","11639"
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))","AI","ST","Gender-Neutral","4506","4757"
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))","AI","OPEN","Gender-Neutral","42552","61773"
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))","AI","EWS","Gender-Neutral","9509","10105"
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))","AI","OBC-NCL","Gender-Neutral","18642","20442"
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))","AI","SC","Gender-Neutral","8124","12020"
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))","AI","ST","Gender-Neutral","4929","5162"
"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar","Chemical Engineering (5 Years, Integrated Masters in Technology)","AI","OPEN","Gender-Neutral","27305","52147"
"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar","Chemical Engineering (5 Years, Integrated Masters in Technology)","AI","EWS","Gender-Neutral","8376","8776"
"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar","Chemical Engineering (5 Years, Integrated Masters in Technology)","AI","OBC-NCL","Gender-Neutral","13812","19711"
"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar","Chemical Engineering (5 Years, Integrated Masters in Technology)","AI","SC","Gender-Neutral","5335","11554"
"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar","Chemical Engineering (5 Years, Integrated Masters in Technology)","AI","ST","Gender-Neutral","459","3336"
"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar","Chemical Engineering (5 Years, Integrated Masters in Technology)","HS","OPEN","Gender-Neutral","53119","71404"
"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar","Chemical Engineering (5 Years, Integrated Masters in Technology)","HS","EWS","Gender-Neutral","11346","12341"
"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar","Chemical Engineering (5 Years, Integrated Masters in Technology)","HS","OBC-NCL","Gender-Neutral","33316","35509"
"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar","Chemical Engineering (5 Years, Integrated Masters in Technology)","HS","SC","Gender-Neutral","12525","14189"
"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar","Chemical Engineering (5 Years, Integrated Masters in Technology)","HS","ST","Gender-Neutral","7077","7157"
"North-Eastern Hill University, Shillong","Biomedical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","54925","88015"
"North-Eastern Hill University, Shillong","Biomedical Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","13894","13935"
"North-Eastern Hill University, Shillong","Biomedical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","26474","27316"
"North-Eastern Hill University, Shillong","Biomedical Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","13226","14409"
"North-Eastern Hill University, Shillong","Biomedical Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","6320","6331"
"North-Eastern Hill University, Shillong","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","65959","75858"
"North-Eastern Hill University, Shillong","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","11744","12025"
"North-Eastern Hill University, Shillong","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","23014","24267"
"North-Eastern Hill University, Shillong","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","11730","12998"
"North-Eastern Hill University, Shillong","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","6079","6181"
"North-Eastern Hill University, Shillong","Energy Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","63807","85198"
"North-Eastern Hill University, Shillong","Energy Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","13723","13859"
"North-Eastern Hill University, Shillong","Energy Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","24704","27151"
"North-Eastern Hill University, Shillong","Energy Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","13333","13907"
"North-Eastern Hill University, Shillong","Energy Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","6040","6212"
"North-Eastern Hill University, Shillong","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","59431","68295"
"North-Eastern Hill University, Shillong","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","10427","11089"
"North-Eastern Hill University, Shillong","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","21224","21577"
"North-Eastern Hill University, Shillong","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","8907","11617"
"North-Eastern Hill University, Shillong","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","5484","6017"
